Rank,Year,Title,Artist,Spotify_ID
6,2020,Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7
7,2020,Life Is Good,FutureFeaturingDrake,
8,2020,Memories,Maroon 5,4cktbXiXOapiLBMprHFErI
9,2020,The Bones,Maren Morris,7yFhA2fUsL2oIMWlw5DaHQ
10,2020,Someone You Loved,Lewis Capaldi,7qEHsqek33rTcFNT9PFqLf
11,2020,Say So,Doja Cat,3Dv1eDb0MEgF93GpLXlucZ
12,2020,I Hope,Gabby BarrettFeaturing Charlie Puth,
13,2020,Whats Poppin,"Jack HarlowFeaturingDaBaby,Tory Lanez&Lil Wayne",
14,2020,Dance Monkey,Tones And I,2XU0oxnq2qxCpomAAuJY8K
15,2020,Savage,Megan Thee StallionFeaturing Beyonce,
16,2020,Roxanne,Arizona Zervas,696DnlkuDOXcMAnKlTgXXK
17,2020,Intentions,Justin BieberFeaturingQuavo,
18,2020,Everything I Wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ
19,2020,Roses,Saint Jhn,72GVdRHK49beKrC1NqRCqj
20,2020,Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY
21,2020,Before You Go,Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP
22,2020,Falling,Trevor Daniel,0Aqi7ArnBrGblW5T6p2jmD
23,2020,"10,000 Hours",Dan + Shay&Justin Bieber,2wrJq5XKLnmhRXHIAf9xBa
24,2020,WAP,Cardi BFeaturingMegan Thee Stallion,
25,2020,Ballin',Mustard&Roddy Ricch,3QzAOrNlsabgbMwlZt7TAY
26,2020,Hot Girl Bummer,Blackbear,6jRq8gaZhMUyy5RclRPcAf
27,2020,Blueberry Faygo,Lil Mosey,22LAwLoDA5b4AaGSkg6bKW
28,2020,Heartless,The Weeknd,6bnF93Rx87YqUBLSgjiMU8
29,2020,BOP,DaBaby,6Ozh9Ok6h4Oi1wUSLtBseN
30,2020,Lose You To Love Me,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi
31,2020,Good As Hell,Lizzo,6KgBpzTuTRPebChN0VTyzV
32,2020,Toosie Slide,Drake,466cKvZn1j45IpxDdYZqdA
33,2020,Break My Heart,Dua Lipa,017PF4Q3l4DBUiWoXk4OWT
34,2020,Chasin' You,Morgan Wallen,0WiyWiJDkNCyGNqkv7NByy
35,2020,Savage Love (Laxed - Siren Beat),Jawsh 685 xJason Derulo,
36,2020,No Guidance,Chris BrownFeaturingDrake,
37,2020,My Oh My,Camila CabelloFeaturingDaBaby,
38,2020,Dynamite,BTS,5QDLhrAOJJdNAmCTJ8xMyW
39,2020,Go Crazy,Chris Brown&Young Thug,1IIKrJVP1C9N7iPtG6eOsK
40,2020,High Fashion,Roddy RicchFeaturingMustard,
41,2020,Laugh Now Cry Later,DrakeFeaturingLil Durk,
42,2020,Woah,Lil Baby,02RCbjb9czvQKNGBmEmWob
43,2020,Death Bed,Powfu Featuringbeabadoobee,
44,2020,Senorita,Shawn Mendes&Camila Cabello,6v3KW9xbzN5yKLt9YKDYA2
45,2020,HIGHEST IN THE ROOM,Travis Scott,3eekarcy7kvN4yt5ZFzltW
46,2020,Bad Guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m
47,2020,Mood,24kGoldnFeaturingiann dior,
48,2020,Rain On Me,Lady Gaga&Ariana Grande,7ju97lgwC2rKQ6wwsf9no9
49,2020,For The Night,Pop SmokeFeaturingLil Baby&DaBaby,
50,2020,RITMO (Bad Boys For Life),Black Eyed Peas XJ Balvin,
51,2020,Heart On Ice,Rod Wave,591ks2A0o7ratTpiRdI7M6
52,2020,Nobody But You,Blake SheltonDuet WithGwen Stefani,
53,2020,Trampoline,SHAED,6AFAey1TrtgGNkgCMTEVCq
54,2020,Come & Go,Juice WRLDxMarshmello,
55,2020,Truth Hurts,Lizzo,3HWzoMvoF3TQfYg4UPszDq
56,2020,If The World Was Ending,JP SaxeFeaturingJulia Michaels,
57,2020,We Paid,Lil Baby&42 Dugg,6gxKUmycQX7uyMwJcweFjp
58,2020,Yummy,Justin Bieber,16wAOAZ2OkqoIDN7TpChjR
59,2020,One Man Band,Old Dominion,7cA3PnUQDlUyBBwpRozQeo
60,2020,Got What I Got,Jason Aldean,4TCc369aRPRubv1m8R1TBG
61,2020,Sunday Best,Surfaces,1qYKWcEOrh2tM8PlgIm8K1
62,2020,Godzilla,EminemFeaturingJuice WRLD,
63,2020,Bandit,Juice WRLD&YoungBoy Never Broke Again,1oWM79mUVdZGCGYjSirHZR
64,2020,Party Girl,StaySolidRocky,5RqR4ZCCKJDcBLIn4sih9l
65,2020,Die From A Broken Heart,Maddie & Tae,3DA4SE262k6rdEtlHteNyq
66,2020,Popstar,DJ KhaledFeaturingDrake,
67,2020,All I Want For Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn
68,2020,One Of Them Girls,Lee Brice,6uyiyatWPCqC59Mm4rO8xL
69,2020,Hard To Forget,Sam Hunt,10xuH52YSXHWFwCaF1fsDd
70,2020,One Margarita,Luke Bryan,1Y3TlYJNhIa7k4YAvFkJAB
71,2020,Panini,Lil Nas X,6fTt0CH2t0mdeB2N9XFG5r
72,2020,Hot,Young ThugFeaturingGunna,
73,2020,I Hope You're Happy Now,Carly Pearce&Lee Brice,0Al3wN3keprGTSgG8NBwjr
74,2020,Emotionally Scarred,Lil Baby,7ge7BHazYbVKi8qyZUX1Bm
75,2020,Suicidal,YNW Melly&Juice WRLD,4S2uhQE8L9V6p7rj7SiauJ
76,2020,The Bigger Picture,Lil Baby,3HNWVQHXpW70ubsDhvnegu
77,2020,Only Human,Jonas Brothers,0DiDStADDVh3SvAsoJAFMk
78,2020,The Woo,Pop SmokeFeaturing50 Cent&Roddy Ricch,
79,2020,Sum 2 Prove,Lil Baby,5f4Hy5mw5SRaUgXX9c6P5S
80,2020,Stuck With U,Ariana Grande&Justin Bieber,4HBZA5flZLE435QTztThqH
81,2020,Mood Swings,Pop SmokeFeaturingLil Tjay,
82,2020,You Should Be Sad,Halsey,7lidXGPXPYLNThITAOTlkK
83,2020,Dior,Pop Smoke,79s5XnCN4TJKTVMSmOx8Ep
84,2020,Supalonely,BENEE FeaturingGus Dapperton,
85,2020,Even Though I'm Leaving,Luke Combs,5Fhe63YOMZsGdB3CgCDuBi
86,2020,The Scotts,"THE SCOTTS,Travis Scott&Kid Cudi",
87,2020,Juicy,Doja Cat&Tyga,7f5trao56t7sB7f14QDTmp
88,2020,Be Like That,Kane BrownWithSwae Lee&Khalid,
89,2020,Homesick,Kane Brown,30RZAuEkYeDXvy46Iv6l7E
90,2020,Rags2Riches,Rod WaveFeaturing ATR Son Son,
91,2020,Bluebird,Miranda Lambert,0kPeZAyIhIfeZNrtfjJGDB
92,2020,Wishing Well,Juice WRLD,2U5WueTLIK5WJLD7mvDODv
93,2020,Does To Me,Luke CombsFeaturingEric Church,
94,2020,P*$$y Fairy (OTW),Jhene Aiko,48KXAIruJ07kJVCWOGohMV
95,2020,ily,Surf Mesa Featuring Emilee,62aP9fBQKYKxi7PDXwcUAS
96,2020,More Than My Hometown,Morgan Wallen,0IRZwSCWFdT5D8hNCXHzZX
97,2020,Lovin' On You,Luke Combs,0nYvjcSlCgjcwogQAwIwNp
98,2020,Said Sum,Moneybagg Yo,3sKz6Sd72K0ofPWcJPPk6H
99,2020,Slide,H.E.R. FeaturingYG,
100,2020,Walk Em Down,NLE Choppa FeaturingRoddy Ricch,
1,2021,Levitating,Dua Lipa,5nujrmhLynf4yMoMtj8AQF
2,2021,Save Your Tears,The Weeknd& Ariana Grande,1oFAF1hdPOickyHgbuRjyX
3,2021,Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b
4,2021,Mood,24kGoldnFeaturingiann dior,
5,2021,Good 4 U,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG
6,2021,Kiss Me More,Doja CatFeaturingSZA,
7,2021,Leave The Door Open,Silk Sonic(Bruno Mars&Anderson .Paak),02VBYrHfVwfEWXk5DXyf0T
8,2021,Drivers License,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH
9,2021,Montero (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W
10,2021,Peaches,Justin BieberFeaturingDaniel Caesar& Giveon,
11,2021,Butter,BTS,6jjYDGxVJsWS0a5wlVF5vS
12,2021,Stay,The Kid LAROI &Justin Bieber,567e29TDzLwZwfDuEpGTwo
13,2021,Deja Vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr
14,2021,Positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0
15,2021,Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d
16,2021,Heat Waves,Glass Animals,3USxtqRwSYz57Ewm6wWRMp
17,2021,Without You,The Kid LAROI,1KMkcUvF7m3SDChDOa7i5L
18,2021,Forever After All,Luke Combs,6IBcOGPsniK3Pso1wHIhew
19,2021,Go Crazy,Chris Brown&Young Thug,1IIKrJVP1C9N7iPtG6eOsK
20,2021,Astronaut In The Ocean,Masked Wolf,3Ofmpyhv5UAQ70mENzB277
21,2021,34+35,Ariana GrandeFeat. Doja Cat & Megan Thee Stallion,
22,2021,What You Know Bout Love,Pop Smoke,1tkg4EHVoqnhR6iFEXb60y
23,2021,My Ex's Best Friend,Machine Gun Kelly XBlackbear,
24,2021,Industry Baby,Lil Nas X&Jack Harlow,5Z9KJZvQzH6PFmb8SNkxuk
25,2021,Therefore I Am,Billie Eilish,20R4HfKloPKgXDqU7UKk3x
26,2021,Up,Cardi B,1XXimziG1uhM0eDNCZCrUl
27,2021,Fancy Like,Walker Hayes,58UKC45GPNTflCN6nwCUeF
28,2021,Dakiti,Bad Bunny& Jhay Cortez,47EiUVwUp4C9fGccaPuUCS
29,2021,Best Friend,Saweetie FeaturingDoja Cat,
30,2021,Rapstar,Polo G,18vXApRmJSgQ6wG2ll9AOg
31,2021,Heartbreak Anniversary,Giveon,3FAJ6O0NOHQV8Mc5Ri6ENp
32,2021,For The Night,Pop SmokeFeaturingLil Baby&DaBaby,
33,2021,Calling My Phone,Lil TjayFeaturing6LACK,
34,2021,Beautiful Mistakes,Maroon 5FeaturingMegan Thee Stallion,
35,2021,Holy,Justin BieberFeaturingChance the Rapper,
36,2021,On Me,Lil Baby,4Iedi94TIaB2GGb1nMB68v
37,2021,You Broke Me First.,Tate McRae,4l0RmWt52FxpVxMNni6i63
38,2021,Traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT
39,2021,Back In Blood,Pooh Shiesty FeaturingLil Durk,
40,2021,I Hope,Gabby BarrettFeaturing Charlie Puth,
41,2021,Dynamite,BTS,5QDLhrAOJJdNAmCTJ8xMyW
42,2021,Wockesha,Moneybagg Yo,0nqhKXDjsyBMvbeWmgijD0
43,2021,You Right,Doja Cat&The Weeknd,0k4d5YPDr1r7FX77VdqWez
44,2021,Beat Box,SpotemGottem Featuring Pooh Shiesty OrDaBaby,2LbNkvmYabhVf9jBCVeLm7
45,2021,Laugh Now Cry Later,DrakeFeaturingLil Durk,
46,2021,Need To Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi
47,2021,Wants And Needs,DrakeFeaturingLil Baby,
48,2021,Way 2 Sexy,DrakeFeaturingFuture&Young Thug,
49,2021,Telepatia,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B
50,2021,Whoopty,CJ,5vGLcdRuSbUhD8ScwsGSdA
51,2021,Lemonade,Internet Money&GunnaFeaturingDon Toliver&Nav,
52,2021,Good Days,SZA,4PMqSO5qyjpvzhlLI5GnID
53,2021,Starting Over,Chris Stapleton,3K07bGe8iljQ3mOKArHLDo
54,2021,Body,Megan Thee Stallion,0A1hoCfMLkiAgvhWkkucJa
55,2021,Willow,Taylor Swift,0lx2cLdOt3piJbcaXIV74f
56,2021,Bang!,AJR,4SQLQfcR0vhyIN4uPBlc0d
57,2021,Better Together,Luke Combs,6gdLyYNuhWBzqwlOFSsXC7
58,2021,You're Mines Still,Yung Bleu FeaturingDrake,
59,2021,Every Chance I Get,DJ KhaledFeaturingLil Baby&Lil Durk,
60,2021,Essence,WizkidFeaturingJustin Bieber&Tems,
61,2021,Chasing After You,Ryan HurdWithMaren Morris,
62,2021,The Good Ones,Gabby Barrett,3hLuHKzG1cmlRpq53ZVWd8
63,2021,Leave Before You Love Me,MarshmelloXJonas Brothers,
64,2021,Glad You Exist,Dan + Shay,3oV2RVOmwdWdf9BmGS4Oad
65,2021,Lonely,Justin Bieber&Benny Blanco,3S8jK1mGzQi24ilFb45DAZ
66,2021,Beggin',Maneskin,3Wrjm47oTz2sjIgck11l5e
67,2021,Streets,Doja Cat,60ynsPSSKe6O3sfwRnIBRf
68,2021,What's Next,Drake,3aQem4jVGdhtg116TmJnHz
69,2021,Famous Friends,Chris Young+Kane Brown,00KyYtT6NaXwbPecina5Pj
70,2021,Lil Bit,Nelly&Florida Georgia Line,33aow0AcXYvT1FoWNzMcqN
71,2021,Thot Shit,Megan Thee Stallion,7FdmHr87G79PDRGy9SPBkZ
72,2021,Late At Night,Roddy Ricch,6kksmL4t09IgxhajuVDDxR
73,2021,Kings & Queens,Ava Max,7a53HqqArd4b9NF4XAmlbI
74,2021,Anyone,Justin Bieber,2WnAKZefdRHxtBEkRjFOHC
75,2021,Track Star,Mooski,5hChuUMe5iHfjkXgzj1D4b
76,2021,Time Today,Moneybagg Yo,0YrKSfpvflYnLSBd4Jtu6J
77,2021,Cry Baby,Megan Thee StallionFeaturingDaBaby,
78,2021,All I Want For Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn
79,2021,No More Parties,Coi LerayFeaturingLil Durk,
80,2021,What's Your Country Song,Thomas Rhett,4oR2cCQGs0Yt0Mgr2diV6V
81,2021,One Too Many,Keith UrbanDuet With P!nk,
82,2021,Arcade,Duncan Laurence,1J14CdDAvBTE1AJYUOwl6C
83,2021,Yonaguni,Bad Bunny,2JPLbjOn0wPCngEot2STUS
84,2021,Good Time,Niko Moon,2S8UMuLJ0z8agFgFGJ6Ztt
85,2021,If I Didn't Love You,Jason Aldean&Carrie Underwood,7IYoh1u7dFM1xIWSEYd5B8
86,2021,Knife Talk,DrakeFeaturing21 Savage&Project Pat,
87,2021,pov,Ariana Grande,3UoULw70kMsiVXxW0L3A33
88,2021,Just The Way,ParmaleexBlanco Brown,
89,2021,Take My Breath,The Weeknd,2vgUijXOTRMnWXDtvgMp2b
90,2021,We're Good,Dua Lipa,1diS6nkxMQc3wwC4G1j0bh
91,2021,Hell Of A View,Eric Church,4mXGooManGPH6xAWRAtRJU
92,2021,Rockin' Around The Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97
93,2021,Put Your Records On,Ritt Momney,6AGOKlMZWLCaEJGnaROtF9
94,2021,Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8
95,2021,Single Saturday Night,Cole Swindell,6LnIxE8CqkK7faQV76nEHS
96,2021,Things A Man Oughta Know,Lainey Wilson,3S0sk6DSTgesXsUSAEHNr5
97,2021,Throat Baby (Go Baby),BRS Kash,15C4TnrrVdym7UykxQIOTZ
98,2021,Tombstone,Rod Wave,3zc8VZEpM1onYV4FWGdFvm
99,2021,Drinkin' Beer. Talkin' God. Amen.,Chase RiceFeaturingFlorida Georgia Line,
100,2021,Todo de Ti,Rauw Alejandro,3rdAz1fbUfZxYgaCviYhRo
1,2022,Heat Waves,Glass Animals,3USxtqRwSYz57Ewm6wWRMp
2,2022,As It Was,Harry Styles,4Dvkj6JhhA12EX05fT7y2e
3,2022,Stay,The Kid LAROI &Justin Bieber,567e29TDzLwZwfDuEpGTwo
4,2022,Easy On Me,Adele,46IZ0fSY2mpAiktS3KOqds
5,2022,Shivers,Ed Sheeran,50nfwKoDiSYg8zOCREWAm5
6,2022,First Class,Jack Harlow,0wHFktze2PHC5jDt3B17DC
7,2022,Big Energy,Latto,4pi1G1x8tl9VfdD9bL3maT
8,2022,Ghost,Justin Bieber,6I3mqTwhRpn34SLVafSH7G
9,2022,Super Gremlin,Kodak Black,1Y5Jvi3eLi4Chwqch9GMem
10,2022,Cold Heart (PNAU Remix),Elton John&Dua Lipa,7rglLriMNBPAyuJOMGwi39
11,2022,Wait For U,FutureFeaturingDrake&Tems,
12,2022,About Damn Time,Lizzo,6HMtHNpW6YPi1hrw9tgF8P
13,2022,Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d
14,2022,Thats What I Want,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO
15,2022,Enemy,Imagine DragonsX JID,
16,2022,Industry Baby,Lil Nas X&Jack Harlow,5Z9KJZvQzH6PFmb8SNkxuk
17,2022,abcdefu,GAYLE,4fouWK6XVHhzl78KzQ1UjL
18,2022,Need To Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi
19,2022,Wasted On You,Morgan Wallen,5YanmSgudc0CaxZrn40YnM
20,2022,Me Porto Bonito,Bad Bunny& Chencho Corleone,6Sq7ltF9Qa7SNFBsV5Cogx
21,2022,Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4
22,2022,Titi Me Pregunto,Bad Bunny,1IHWl5LamUGEuP4ozKQSXZ
23,2022,Running Up That Hill (A Deal With God),Kate Bush,1PtQJZVZIdWIYdARpZRDFO
24,2022,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo,Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",52xJxFP6TqMuO4Yt0eOkMz
25,2022,Late Night Talking,Harry Styles,1qEmFfgcLObUfQm0j1W2CK
26,2022,I Like You (A Happier Song),Post MaloneFeaturingDoja Cat,
27,2022,You Proof,Morgan Wallen,57a4iloBWqan5rtqPJBoVY
28,2022,Bad Habit,Steve Lacy,4k6Uh1HXdhtusDW5y8Gbvy
29,2022,Sunroof,Nicky Youre & dazy,5YqEzk3C5c3UZ1D5fJUlXA
30,2022,One Right Now,Post Malone&The Weeknd,1nltpRhEiXikwDlVn4UADk
31,2022,Good 4 U,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG
32,2022,Numb Little Bug,Em Beihold,1KQc37jezhunxnOPhvdwSG
33,2022,Jimmy Cooks,DrakeFeaturing21 Savage,
34,2022,'Til You Can't,Cody Johnson,4k3lPl8YTKuY8c1HelVnm3
35,2022,Fancy Like,Walker Hayes,58UKC45GPNTflCN6nwCUeF
36,2022,The Kind Of Love We Make,Luke Combs,48UKTR66uUOT9LaUvooTNx
37,2022,I Ain't Worried,OneRepublic,4h9wh7iOZ0GGn8QVp4RAOB
38,2022,Break My Soul,Beyonce,5pyoxDZ1PX0KxBxiRVxA4U
39,2022,Something In The Orange,Zach Bryan,3WMj8moIAXJhHsyLaqIIHI
40,2022,Save Your Tears,The Weeknd& Ariana Grande,1oFAF1hdPOickyHgbuRjyX
41,2022,Smokin Out The Window,Silk Sonic(Bruno Mars&Anderson .Paak),3xVZYkcuWalGudeKl861wb
42,2022,Levitating,Dua Lipa,5nujrmhLynf4yMoMtj8AQF
43,2022,In A Minute,Lil Baby,31lopd32BkJBTSgYE16c5e
44,2022,Moscow Mule,Bad Bunny,6Xom58OOXk2SoU711L2IXO
45,2022,You Right,Doja Cat&The Weeknd,0k4d5YPDr1r7FX77VdqWez
46,2022,She Had Me At Heads Carolina,Cole Swindell,200x8ONbPfFzByUr3fVz46
47,2022,Vegas,Doja Cat,0hquQWY3xvYqN4qtiquniF
48,2022,Pushin P,Gunna&FutureFeaturingYoung Thug,
49,2022,Buy Dirt,Jordan DavisFeaturingLuke Bryan,
50,2022,I Hate U,SZA,2aJnyNu4PQxQ2lyj5boiMG
51,2022,Boyfriend,Dove Cameron,59CfNbkERJ3NoTXDvoURjj
52,2022,Glimpse Of Us,Joji,2mlNgAeIBnL78ZriXgrRHz
53,2022,Surface Pressure,Jessica Darrow,760jhRscwGbIIe1m1IIQpU
54,2022,Fall In Love,Bailey Zimmerman,0rCFRyEy4WXjRXNpO80Dzs
55,2022,Love Nwantiti (Ah Ah Ah),CKay,2Xr1dTzJee307rmrkt8c0g
56,2022,Super Freaky Girl,Nicki Minaj,2yjlYDiNiQkdxVqTlaSrlX
57,2022,Hrs And Hrs,muni long,
58,2022,Sand In My Boots,Morgan Wallen,12k3pLHg78j1NfwKf9B1jf
59,2022,MAMIII,Becky GXKarol G,
60,2022,Knife Talk,DrakeFeaturing21 Savage&Project Pat,
61,2022,AA,Walker Hayes,6aIrXGmaFqPafbYgxbMUsj
62,2022,Sweetest Pie,Megan Thee Stallion&Dua Lipa,7mFj0LlWtEJaEigguaWqYh
63,2022,Provenza,Karol G,3HqcNJdZ2seoGxhn0wVNDK
64,2022,Essence,WizkidFeaturingJustin Bieber&Tems,
65,2022,All I Want For Christmas Is You,Mariah Carey,0bYg9bo50gSsH3LtXe2SQn
66,2022,Bam Bam,Camila CabelloFeaturingEd Sheeran,
67,2022,5 Foot 9,Tyler Hubbard,0U4iRayct65wsaBMQGiLbg
68,2022,Get Into It (Yuh),Doja Cat,0W6I02J9xcqK8MtSeosEXb
69,2022,Efecto,Bad Bunny,5Eax0qFko2dh7Rl2lYs3bx
70,2022,Rock And A Hard Place,Bailey Zimmerman,1TE8AAk9koG0UJco6ZAUfx
71,2022,Doin' This,Luke Combs,6TpyujRefwsflWFXbmjVpj
72,2022,Oh My God,Adele,3Kkjo3cT83cw09VJyrLNwX
73,2022,Better Days,NEIKED X Mae Muller XPolo G,6f5ExP43esnvdKPddwKXJH
74,2022,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,07MDkzWARZaLEdKxo6yArG
75,2022,Fingers Crossed,Lauren Spencer Smith,4wH7ZoqgETaACS9BlUkvuY
76,2022,All Too Well (Taylor's Version),Taylor Swift,5enxwA8aAbwZbf5qCHORXi
77,2022,Party,Bad Bunny&Rauw Alejandro,4tYFy8ALRjIZvnvSLw5lxN
78,2022,Despues de La Playa,Bad Bunny,1dm6z1fWB0cErMszU25dy2
79,2022,You Should Probably Leave,Chris Stapleton,2UikqkwBv7aIvlixeVXHWt
80,2022,Rockin' Around The Christmas Tree,Brenda Lee,2EjXfH91m7f8HiJN1yQg97
81,2022,Broadway Girls,Lil DurkFeaturingMorgan Wallen,
82,2022,Take My Name,Parmalee,7g0Zfd5J6Hzx9M2fRUMuba
83,2022,What Happened To Virgil,Lil DurkFeaturingGunna,
84,2022,Puffin On Zootiez,Future,1qMMYpVatbRITKCfq1gasi
85,2022,Like I Love Country Music,Kane Brown,5C9jQ8ikTOieveuORd8wlf
86,2022,Jingle Bell Rock,Bobby Helms,7vQbuQcyTflfCIOu3Uzzya
87,2022,Ojitos Lindos,Bad Bunny& Bomba Estereo,3k3NWokhRRkEPhCzPmV8TW
88,2022,Trouble With A Heartbreak,Jason Aldean,0P9c1rdCeGAkCeS425KbI5
89,2022,A Holly Jolly Christmas,Burl Ives,77khP2fIVhSW23NwxrRluh
90,2022,Kiss Me More,Doja CatFeaturingSZA,
91,2022,She Likes It,Russell Dickerson& Jake Scott,6VVqPBFZIbcmv14zNfOc13
92,2022,Never Say Never,Cole Swindell/Lainey Wilson,3iYEsBl8NBq1o1j5uY2Noe
93,2022,Damn Strait,Scotty McCreery,0gNrujgnSfw4LuSvd0Jbs6
94,2022,She's All I Wanna Be,Tate McRae,7l9IqDtVWJurTvkQHq1BGh
95,2022,Last Night Lonely,Jon Pardi,0k11c8vwyeNSGQex6UMa1v
96,2022,Flower Shops,ERNESTFeaturingMorgan Wallen,
97,2022,To The Moon!,JNR CHOI & Sam Tompkins,5vUnjhBzRJJIAOJPde6zDx
98,2022,Unholy,Sam Smith&Kim Petras,3nqQXoyQOWXiESFLlDF1hG
99,2022,One Mississippi,Kane Brown,4FdPnT2cFrpWCmWZd7GXc3
100,2022,Circles Around This Town,Maren Morris,13G5xv1wUKvJYbK0wYmioN
1,2023,Last Night,Morgan Wallen,583dMdiUquLMenarTp7PQm
2,2023,Flowers,Miley Cyrus,7DSAEUvxU8FajXtRloy8M0
3,2023,Kill Bill,SZA,1Qrg8KqiBpW07V7PNxwwwL
4,2023,Anti-Hero,Taylor Swift,0V3wPSX9ygBnCm8psDIegu
5,2023,Creepin',"Metro Boomin,The Weeknd&21 Savage",2dHHgzDwk4BJdRwy9uXhTO
6,2023,Calm Down,Rema&Selena Gomez,0WtM2NBVQNNJLh6scP13H8
7,2023,Die For You,The Weeknd&Ariana Grande,4W4fNrZYkobj539TOWsLO2
8,2023,Fast Car,Luke Combs,1Lo0QY9cvc8sUB2vnIOxDT
9,2023,Snooze,SZA,4iZ4pt7kvcaH6Yo8UoZ4s2
10,2023,I'm Good (Blue),David Guetta&Bebe Rexha,4uUG5RXrOk84mYEfFvj3cK
11,2023,Unholy,Sam Smith&Kim Petras,3nqQXoyQOWXiESFLlDF1hG
12,2023,You Proof,Morgan Wallen,57a4iloBWqan5rtqPJBoVY
13,2023,Something In The Orange,Zach Bryan,3WMj8moIAXJhHsyLaqIIHI
14,2023,Rich Flex,Drake&21 Savage,1bDbXMyjaUIooNwFE9wn0N
15,2023,As It Was,Harry Styles,4Dvkj6JhhA12EX05fT7y2e
16,2023,Rock And A Hard Place,Bailey Zimmerman,1TE8AAk9koG0UJco6ZAUfx
17,2023,Under The Influence,Chris Brown,5IgjP7X4th6nMNDh4akUHb
18,2023,Cruel Summer,Taylor Swift,1BxfuPKGuaTgP7aM0Bbdwr
19,2023,Thinkin' Bout Me,Morgan Wallen,4Sb8neYCkT7lyMIo2kOOEC
20,2023,"Boy's A Liar, Pt. 2",PinkPantheress&Ice Spice,6AQbmUe0Qwf5PZnt4HmTXv
21,2023,Favorite Song,Toosii,5Bvhk3wx42kkDEggSQIwqL
22,2023,Thought You Should Know,Morgan Wallen,4Fm1GxOXJEiJQ3z6LCQbSP
23,2023,Thank God,Kane BrownWith Katelyn Brown,
24,2023,Sure Thing,Miguel,0JXXNGljqupsJaZsgSbMZV
25,2023,All My Life,Lil DurkFeaturingJ. Cole,
26,2023,Ella Baila Sola,Eslabon ArmadoXPeso Pluma,
27,2023,Karma,Taylor SwiftFeaturing Ice Spice,
28,2023,Just Wanna Rock,Lil Uzi Vert,4FyesJzVpA39hbYvcseO2d
29,2023,Cuff It,Beyonce,1xzi1Jcr7mEi9K2RfzLOqS
30,2023,Vampire,Olivia Rodrigo,1kuGVB7EU95pJObxwvfwKS
31,2023,Fukumean,Gunna,4rXLjWdF2ZZpXCVTfWcshS
32,2023,Lavender Haze,Taylor Swift,5jQI2r1RdgtuT8S3iG8zFC
33,2023,Players,Coi Leray,6UN73IYd0hZxLi8wFPMQij
34,2023,Need A Favor,Jelly Roll,07on0OB2cdPt79IFsgdRUy
35,2023,Dance The Night,Dua Lipa,1vYXt7VSjH9JIM5oRRo7vA
36,2023,Love You Anyway,Luke Combs,2kYevr8cbIAH2ha8210Bnz
37,2023,One Thing At A Time,Morgan Wallen,5vYtElD9hKn73Kh4YcnNFN
38,2023,Superhero (Heroes & Villains),"Metro Boomin,Future&Chris Brown",0vjeOZ3Ft5jvAi9SBFJm1j
39,2023,Bad Habit,Steve Lacy,4k6Uh1HXdhtusDW5y8Gbvy
40,2023,La Bebe,Yng Lvcas xPeso Pluma,
41,2023,Golden Hour,JVKE,5odlY52u43F5BjByhxg7wg
42,2023,Religiously,Bailey Zimmerman,0bILU0UiNDmA5Ff6whhb2R
43,2023,Spin Bout U,Drake&21 Savage,2ZL7WZcjuYKi1KUDtp4kCC
44,2023,Cupid,Fifty Fifty,53DDMPqgMWNrEeE3NjThKE
45,2023,Search & Rescue,Drake,7aRCf5cLOFN1U7kvtChY1G
46,2023,Barbie World,Nicki Minaj&Ice SpiceWithAqua,
